soc_code,occ_title,emp_2024,emp_2034,pct_chg_2024_2034,openings_2024_2034,median_wage_2024,education_2024,emp_2021,emp_2031,pct_chg_2021_2031,openings_2021_2031,bls_merge,revision_pp,aioe_felten,gpts_dv_rating_alpha,gpts_dv_rating_beta,gpts_dv_rating_gamma,gpts_human_rating_alpha,gpts_human_rating_beta,gpts_human_rating_gamma,aei_observed_exposure,n_onet_tasks,mean_task_importance,aei_claude_usage_share,gpts_task_alpha_mean,gpts_task_beta_mean,gpts_task_gamma_mean
35-3023,Fast food and counter workers,3796.0,4029.2,6.1,904.3,30480.0,No formal educational credential,3195.6,3438.8,7.6,741.4,both_vintages,-1.5,,0.06304824561403505,0.0970394736842105,0.13103070175438591,0.08936403508771926,0.1154057017543859,0.1414473684210526,0.0,46.0,4.075,0.0114005644820034,0.06521739130434782,0.09782608695652174,0.13043478260869565
35-3031,Waiters and waitresses,2329.7,2313.5,-0.7,456.7,33760.0,No formal educational credential,1904.4,2101.4,10.3,425.8,both_vintages,-11.0,-0.9481003,0.0816326530612244,0.183673469387755,0.2857142857142857,0.2040816326530612,0.2244897959183673,0.2448979591836734,0.0,25.0,4.341600000000001,0.0084220386263448,0.08,0.18,0.28
35-3041,"Food servers, nonrestaurant",277.2,285.3,3.0,48.0,34460.0,No formal educational credential,247.5,264.8,7.0,42.4,both_vintages,-4.0,-0.7270206,0.074074074074074,0.1296296296296296,0.1851851851851851,0.0,0.1111111111111111,0.2222222222222222,0.0,14.0,4.506428571428572,0.0067787140163264,0.07142857142857142,0.14285714285714285,0.21428571428571427
35-9011,Dining room and cafeteria attendants and bartender helpers,527.4,560.6,6.3,99.6,32670.0,No formal educational credential,355.2,415.1,16.9,76.1,both_vintages,-10.599999999999998,-1.927078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.17,0.0,0.0,0.0,0.0
35-9021,Dishwashers,477.7,478.6,0.2,76.8,33670.0,No formal educational credential,398.2,437.6,9.9,74.8,both_vintages,-9.700000000000001,-1.738612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.873076923076923,0.0,0.0,0.0,0.0
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",429.9,423.5,-1.5,107.7,30380.0,No formal educational credential,347.7,400.3,15.1,95.2,both_vintages,-16.6,-0.0565477,0.0571428571428571,0.2285714285714285,0.3999999999999999,0.1999999999999999,0.3285714285714285,0.4571428571428571,0.0734,20.0,4.093,0.0095518242957326,0.05,0.225,0.4
35-9099,"Food preparation and serving related workers, all other",90.5,96.3,6.4,14.6,34830.0,No formal educational credential,87.3,99.5,14.1,22.5,both_vintages,-7.699999999999999,,,,,,,,,,,,,,
37-1011,First-line supervisors of housekeeping and janitorial workers,269.8,276.4,2.5,33.0,47520.0,High school diploma or equivalent,253.0,266.7,5.4,31.1,both_vintages,-2.9000000000000004,-0.5854128,0.1632653061224489,0.2653061224489795,0.3673469387755101,0.0816326530612244,0.2551020408163265,0.4285714285714285,0.0436,26.0,4.137307692307692,0.0586461470200361,0.15384615384615385,0.2692307692307692,0.38461538461538464
37-1012,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",224.7,230.0,2.3,23.2,56170.0,High school diploma or equivalent,217.6,224.7,3.3,23.6,both_vintages,-1.0,-0.5548871,0.1454545454545454,0.3545454545454545,0.5636363636363636,0.0727272727272727,0.2454545454545454,0.4181818181818181,0.1083,28.0,3.858571428571429,0.0700467115020397,0.14285714285714285,0.35714285714285715,0.5714285714285714
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",2447.7,2495.5,2.0,351.3,35930.0,No formal educational credential,2298.4,2383.9,3.7,335.5,both_vintages,-1.7000000000000002,-1.436201,0.0,0.0,0.0,0.0,0.0277777777777777,0.0555555555555555,0.0,21.0,3.6966666666666663,0.0,0.0,0.0,0.0
37-2012,Maids and housekeeping cleaners,1356.8,1362.8,0.4,193.5,34660.0,No formal educational credential,1237.4,1353.8,9.4,193.5,both_vintages,-9.0,-1.480657,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,20.0,3.9939999999999998,0.0,0.0,0.0,0.0
37-2019,"Building cleaning workers, all other",18.1,18.5,2.5,2.6,42360.0,No formal educational credential,19.1,19.7,3.3,2.8,both_vintages,-0.7999999999999998,,,,,,,,,,,,,,
37-2021,Pest control workers,102.4,107.5,4.9,13.4,44730.0,High school diploma or equivalent,90.6,96.7,6.8,13.3,both_vintages,-1.8999999999999995,-0.7255374,0.1666666666666666,0.25,0.3333333333333333,0.0833333333333333,0.2291666666666666,0.375,0.046,13.0,3.896153846153846,0.0020541557625231,0.15384615384615385,0.23076923076923078,0.3076923076923077
37-3011,Landscaping and groundskeeping workers,1192.5,1235.0,3.6,158.2,38090.0,No formal educational credential,1191.6,1248.5,4.8,164.5,both_vintages,-1.1999999999999997,-1.824293,0.0,0.024390243902439,0.048780487804878,0.0,0.024390243902439,0.048780487804878,0.0,26.0,3.5384615384615383,0.0022595713387754,0.0,0.019230769230769232,0.038461538461538464
37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",29.6,30.7,3.8,4.1,45200.0,High school diploma or equivalent,27.6,29.2,5.8,3.8,both_vintages,-2.0,-0.8847935,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,10.0,4.029,0.0,0.0,0.05,0.1
37-3013,Tree trimmers and pruners,60.1,62.1,3.3,7.4,50430.0,High school diploma or equivalent,63.7,65.9,3.4,9.1,both_vintages,-0.10000000000000009,-1.727035,0.048780487804878,0.0609756097560975,0.073170731707317,0.0,0.0609756097560975,0.1219512195121951,0.0,24.0,3.813333333333333,0.0122222267870128,0.041666666666666664,0.0625,0.08333333333333333
37-3019,"Grounds maintenance workers, all other",14.1,14.5,2.4,1.9,43410.0,No formal educational credential,16.1,16.8,4.5,2.2,both_vintages,-2.1,,,,,,,,,,,,,,
39-1013,First-line supervisors of gambling services workers,32.5,33.1,2.0,3.3,61590.0,High school diploma or equivalent,26.4,30.4,15.0,3.8,both_vintages,-13.0,,0.3076923076923077,0.4326923076923077,0.5576923076923077,0.173076923076923,0.3365384615384615,0.5,0.0,30.0,4.26,0.0230065445402594,0.3,0.45,0.6
39-1014,"First-line supervisors of entertainment and recreation workers, except gambling services",123.3,131.1,6.3,13.4,46900.0,High school diploma or equivalent,97.6,112.0,14.8,14.2,both_vintages,-8.5,,0.1578947368421052,0.3684210526315789,0.5789473684210527,0.2631578947368421,0.3421052631578947,0.4210526315789473,0.0443,19.0,,0.016022414947680502,0.15789473684210525,0.3684210526315789,0.5789473684210527
39-1022,First-line supervisors of personal service workers,149.1,159.1,6.7,16.3,47080.0,High school diploma or equivalent,156.5,176.8,13.0,22.3,both_vintages,-6.3,,0.1034482758620689,0.4137931034482758,0.7241379310344828,0.2413793103448275,0.3620689655172414,0.4827586206896551,0.0407,17.0,4.08,0.0072922529569571,0.11764705882352941,0.4411764705882353,0.7647058823529411
39-2011,Animal trainers,47.3,49.8,5.1,7.1,38750.0,High school diploma or equivalent,52.9,67.2,27.1,10.6,both_vintages,-22.0,-0.9167759,0.0689655172413793,0.1034482758620689,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.0,15.0,4.217333333333333,0.0015406168218923,0.06666666666666667,0.1,0.13333333333333333
39-2021,Animal caretakers,392.1,439.6,12.1,74.6,33470.0,High school diploma or equivalent,290.7,377.6,29.9,70.4,both_vintages,-17.799999999999997,-0.8890408,0.1818181818181818,0.2727272727272727,0.3636363636363636,0.1515151515151515,0.1818181818181818,0.2121212121212121,0.0,22.0,4.084090909090909,0.0034920647962893,0.13636363636363635,0.22727272727272727,0.3181818181818182
39-3011,Gambling dealers,88.7,88.1,-0.6,14.1,33280.0,High school diploma or equivalent,68.5,81.6,19.2,14.1,both_vintages,-19.8,0.0605832,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.1081081081081081,0.1486486486486486,0.1891891891891892,0.0,21.0,4.567142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
39-3012,Gambling and sports book writers and runners,8.2,7.7,-6.1,1.2,30460.0,High school diploma or equivalent,8.0,8.1,0.9,1.4,both_vintages,-7.0,0.4652752,0.2307692307692307,0.2692307692307693,0.3076923076923077,0.0769230769230769,0.2307692307692307,0.3846153846153846,0.0,18.0,4.351111111111111,0.0,0.2777777777777778,0.3055555555555556,0.3333333333333333
39-3019,"Gambling service workers, all other",16.1,16.0,-0.6,2.6,34530.0,High school diploma or equivalent,11.6,13.9,19.2,2.4,both_vintages,-19.8,,,,,,,,,,,,,,
39-3021,Motion picture projectionists,2.0,2.0,-3.7,0.5,38180.0,No formal educational credential,2.0,2.8,40.3,0.7,both_vintages,-44.0,-0.3786598,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0,0.0757575757575757,0.1515151515151515,0.0,17.0,4.003529411764706,0.0,0.11764705882352941,0.20588235294117646,0.29411764705882354
39-3031,"Ushers, lobby attendants, and ticket takers",121.7,123.1,1.2,30.8,31150.0,No formal educational credential,63.2,88.8,40.5,24.1,both_vintages,-39.3,-0.2420959,0.1142857142857142,0.1428571428571428,0.1714285714285714,0.1428571428571428,0.1999999999999999,0.2571428571428571,0.0,23.0,3.8317391304347823,0.015303460430797501,0.13043478260869565,0.15217391304347827,0.17391304347826086
39-3091,Amusement and recreation attendants,392.3,405.5,3.4,102.4,30490.0,No formal educational credential,286.5,324.9,13.4,84.8,both_vintages,-10.0,-0.5246153,0.1923076923076923,0.2115384615384615,0.2307692307692307,0.3076923076923077,0.3653846153846154,0.4230769230769231,0.0619,17.0,3.5011764705882356,0.0183846940745822,0.17647058823529413,0.20588235294117646,0.23529411764705882
39-3092,Costume attendants,6.7,7.1,5.9,1.8,54810.0,High school diploma or equivalent,3.9,4.6,18.9,1.2,both_vintages,-12.999999999999998,-0.4533608,0.1111111111111111,0.2638888888888889,0.4166666666666666,0.0,0.2361111111111111,0.4722222222222222,0.0,21.0,3.552380952380952,0.0135574280326527,0.09523809523809523,0.23809523809523808,0.38095238095238093
39-3093,"Locker room, coatroom, and dressing room attendants",15.6,16.6,6.4,4.2,34800.0,High school diploma or equivalent,10.5,12.0,13.5,3.1,both_vintages,-7.1,-0.3454376,0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,0.1451612903225806,0.2258064516129032,0.0,23.0,3.9460869565217394,0.015611583795176,0.043478260869565216,0.043478260869565216,0.043478260869565216
39-3099,"Entertainment attendants and related workers, all other",8.5,8.8,3.6,2.2,34550.0,High school diploma or equivalent,4.7,5.8,23.2,1.5,both_vintages,-19.599999999999998,,,,,,,,,,,,,,
39-4011,Embalmers,3.6,3.7,1.3,0.6,56280.0,Associate's degree,4.3,4.4,3.5,0.7,both_vintages,-2.2,-0.7311451,0.04,0.04,0.04,0.0,0.04,0.08,0.0,26.0,4.3769230769230765,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464
39-4012,Crematory operators,3.1,3.2,3.3,0.6,42880.0,High school diploma or equivalent,2.1,2.3,8.6,0.4,both_vintages,-5.3,,0.0,0.0416666666666666,0.0833333333333333,0.0,0.125,0.25,,12.0,,0.0115032722701297,0.0,0.041666666666666664,0.08333333333333333
39-4021,Funeral attendants,32.5,33.5,3.1,5.7,34610.0,High school diploma or equivalent,34.0,36.9,8.4,6.0,both_vintages,-5.300000000000001,-0.5445412,0.1777777777777777,0.1777777777777777,0.1777777777777777,0.1555555555555555,0.2333333333333333,0.3111111111111111,0.0,24.0,4.211666666666667,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334
39-4031,"Morticians, undertakers, and funeral arrangers",27.5,28.4,3.1,3.2,49800.0,Associate's degree,27.4,29.9,9.0,4.3,both_vintages,-5.9,-0.1903759,0.0930232558139534,0.1627906976744186,0.2325581395348837,0.0,0.0930232558139534,0.1860465116279069,0.0,22.0,4.278181818181818,0.0177684473458253,0.09090909090909091,0.1590909090909091,0.22727272727272727
39-5011,Barbers,76.0,79.2,4.1,8.4,38960.0,Postsecondary nondegree award,50.2,54.4,8.3,6.6,both_vintages,-4.200000000000001,-0.7294621,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,0.0,18.0,3.928333333333333,0.0088328697788494,0.1111111111111111,0.16666666666666666,0.2222222222222222
39-5012,"Hairdressers, hairstylists, and cosmetologists",575.2,607.4,5.6,75.8,35250.0,Postsecondary nondegree award,558.7,619.5,10.9,87.2,both_vintages,-5.300000000000001,-0.6824517,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,0.0304,22.0,4.137272727272727,0.0072922529569571,0.045454545454545456,0.06818181818181818,0.09090909090909091
39-5091,"Makeup artists, theatrical and performance",7.0,7.6,8.1,1.1,50280.0,Postsecondary nondegree award,4.4,4.7,7.0,0.7,both_vintages,1.0999999999999996,-0.4596138,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,0.0,22.0,4.29,0.0205415576252314,0.047619047619047616,0.3333333333333333,0.6190476190476191
39-5092,Manicurists and pedicurists,210.1,224.8,7.0,24.8,34660.0,Postsecondary nondegree award,163.6,200.3,22.4,26.6,both_vintages,-15.399999999999999,0.0335124,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,0.0,18.0,4.147777777777778,0.0026704024912801,0.05555555555555555,0.08333333333333333,0.1111111111111111
39-5093,Shampooers,18.5,19.6,5.5,2.7,31470.0,No formal educational credential,21.2,23.5,10.6,3.5,both_vintages,-5.1,-0.905371,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,0.0,4.0,4.5600000000000005,0.0063678828638217,0.25,0.25,0.25
39-5094,Skincare specialists,97.4,103.9,6.7,14.5,41560.0,Postsecondary nondegree award,80.5,93.9,16.7,13.5,both_vintages,-10.0,-0.2628396,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,0.0,18.0,4.372777777777778,0.0076003763213355995,0.05555555555555555,0.19444444444444445,0.3333333333333333
39-6011,Baggage porters and bellhops,32.5,32.0,-1.6,4.6,36020.0,High school diploma or equivalent,21.7,26.0,19.4,4.1,both_vintages,-21.0,-1.272015,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,0.073,17.0,4.128823529411765,0.0200280186846008,0.125,0.21875,0.3125
39-6012,Concierges,45.6,46.7,2.3,6.8,37320.0,High school diploma or equivalent,35.0,39.0,11.2,6.1,both_vintages,-8.899999999999999,0.855832,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,0.1875,18.0,3.851111111111111,0.0490943227243034,0.125,0.4375,0.75
39-7010,Tour and travel guides,55.8,60.3,8.1,13.0,36660.0,High school diploma or equivalent,43.4,50.0,15.3,9.6,both_vintages,-7.200000000000001,,,,,,,,,,,,,,
39-9011,Childcare workers,991.6,962.4,-2.9,160.2,32050.0,High school diploma or equivalent,949.0,1010.6,6.5,170.1,both_vintages,-9.4,-0.3834794,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,0.0122,43.0,4.247906976744186,0.0369748037254166,0.12195121951219512,0.15853658536585366,0.1951219512195122
39-9031,Exercise trainers and group fitness instructors,370.1,414.2,11.9,74.2,46180.0,High school diploma or equivalent,306.4,364.2,18.9,65.5,both_vintages,-6.999999999999998,-2.111948,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,0.0,20.0,3.925,0.0139682591851572,0.0,0.025,0.05
39-9032,Recreation workers,327.7,341.1,4.1,68.1,35380.0,High school diploma or equivalent,279.6,307.7,10.0,61.7,both_vintages,-5.9,-0.2441154,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,0.0,24.0,3.9479166666666665,0.0018487401862708,0.125,0.25,0.375
39-9041,Residential advisors,91.2,94.7,3.8,17.4,39180.0,High school diploma or equivalent,99.3,109.2,10.0,18.9,both_vintages,-6.2,0.4746119,0.1,0.24,0.38,0.18,0.28,0.38,0.067,30.0,3.826,0.0403641607335799,0.1,0.23333333333333334,0.36666666666666664
39-9099,"Personal care and service workers, all other",94.4,100.4,6.4,16.1,37900.0,High school diploma or equivalent,104.4,130.4,24.9,22.6,both_vintages,-18.5,,,,,,,,,,,,,,
41-1011,First-line supervisors of retail sales workers,1432.6,1360.3,-5.0,125.1,47320.0,High school diploma or equivalent,1505.7,1427.5,-5.2,153.0,both_vintages,0.20000000000000018,0.0191826,0.081081081081081,0.4864864864864865,0.8918918918918919,0.1621621621621621,0.4054054054054054,0.6486486486486487,0.2627,21.0,4.189047619047619,0.0403641607335799,0.09523809523809523,0.5,0.9047619047619048
41-1012,First-line supervisors of non-retail sales workers,320.0,320.0,0.0,24.8,84130.0,High school diploma or equivalent,406.9,405.5,-0.3,37.1,both_vintages,0.3,1.316195,0.1111111111111111,0.537037037037037,0.9629629629629628,0.1851851851851851,0.4444444444444444,0.7037037037037037,0.2295,18.0,3.869444444444444,0.0157142915833021,0.1111111111111111,0.5277777777777778,0.9444444444444444
41-2011,Cashiers,3157.2,2843.6,-9.9,542.6,31190.0,No formal educational credential,3371.6,3036.0,-10.0,570.7,both_vintages,0.09999999999999964,-0.2480887,0.1395348837209302,0.2093023255813953,0.2790697674418604,0.2325581395348837,0.3604651162790697,0.4883720930232558,0.0846,28.0,4.351071428571428,0.2548180223409979,0.17857142857142858,0.25,0.32142857142857145
41-2012,Gambling change persons and booth cashiers,22.6,21.1,-6.4,4.0,34810.0,No formal educational credential,17.8,17.4,-2.3,3.3,both_vintages,-4.1000000000000005,-0.0500926,0.238095238095238,0.2619047619047618,0.2857142857142857,0.0,0.3095238095238095,0.6190476190476191,0.0,13.0,4.5976923076923075,0.0,0.23076923076923078,0.2692307692307692,0.3076923076923077
41-2021,Counter and rental clerks,408.2,421.3,3.2,45.9,38540.0,No formal educational credential,391.4,408.6,4.4,50.6,both_vintages,-1.2000000000000002,0.0784367,0.2580645161290322,0.532258064516129,0.8064516129032258,0.5483870967741935,0.6774193548387096,0.8064516129032258,0.2048,16.0,4.175625,0.1629972597562126,0.25,0.53125,0.8125
41-2022,Parts salespersons,272.1,280.6,3.1,30.2,37440.0,No formal educational credential,270.5,280.1,3.6,35.6,both_vintages,-0.5,-0.1184909,0.1714285714285714,0.3428571428571428,0.5142857142857142,0.2857142857142857,0.3428571428571428,0.3999999999999999,0.0,19.0,4.196315789473684,0.0327637844122443,0.15789473684210525,0.3157894736842105,0.47368421052631576
41-2031,Retail salespersons,3936.7,3917.1,-0.5,555.8,34580.0,No formal educational credential,3855.2,3847.5,-0.2,558.8,both_vintages,-0.3,0.0873069,0.0789473684210526,0.3421052631578947,0.6052631578947368,0.2631578947368421,0.3552631578947368,0.4473684210526315,0.3222,24.0,4.190833333333333,0.1205789432601094,0.125,0.375,0.625
41-3011,Advertising sales agents,103.7,97.1,-6.4,9.3,61460.0,High school diploma or equivalent,100.7,92.7,-7.9,10.9,both_vintages,1.5,1.162588,0.1794871794871795,0.5384615384615384,0.8974358974358974,0.4358974358974359,0.6923076923076923,0.9487179487179488,0.1482,20.0,4.1615,0.0591596859606667,0.2,0.55,0.9
41-3021,Insurance sales agents,568.8,589.8,3.7,47.0,60370.0,High school diploma or equivalent,523.2,556.2,6.3,52.7,both_vintages,-2.5999999999999996,1.341258,0.1515151515151515,0.5757575757575758,1.0,0.3333333333333333,0.5303030303030303,0.7272727272727273,0.3188,19.0,3.9499999999999997,0.042315608707976904,0.15789473684210525,0.5789473684210527,1.0
41-3031,"Securities, commodities, and financial services sales agents",514.5,531.6,3.3,38.1,78140.0,Bachelor's degree,466.9,514.5,10.2,46.6,both_vintages,-6.8999999999999995,1.256298,0.2115384615384615,0.6057692307692308,1.0,0.2692307692307693,0.5192307692307693,0.7692307692307693,0.4413,30.0,4.191923076923077,0.2298600298263407,0.2,0.6,1.0
41-3041,Travel agents,65.7,67.2,2.2,7.1,48450.0,High school diploma or equivalent,46.2,55.3,19.7,7.5,both_vintages,-17.5,1.133598,0.125,0.5625,1.0,0.25,0.5625,0.875,0.4054,8.0,4.445,0.016946785040815898,0.125,0.5625,1.0
41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",1226.7,1264.7,3.1,123.0,66260.0,High school diploma or equivalent,1063.9,1135.3,6.7,125.3,both_vintages,-3.6,,0.3333333333333333,0.6333333333333333,0.9333333333333332,0.3333333333333333,0.5666666666666667,0.8,,15.0,,0.0028758180675324,0.3333333333333333,0.6333333333333333,0.9333333333333333
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",303.2,308.9,1.9,27.2,100070.0,Bachelor's degree,280.7,295.1,5.1,30.4,both_vintages,-3.1999999999999997,0.8911985,0.0789473684210526,0.4983130904183536,0.9176788124156546,0.3852901484480431,0.573549257759784,0.761808367071525,0.2706,46.0,3.9184782608695654,0.2302708609788457,0.10869565217391304,0.5108695652173914,0.9130434782608695
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",1310.5,1314.9,0.3,114.8,66780.0,High school diploma or equivalent,1316.9,1365.8,3.7,139.7,both_vintages,-3.4000000000000004,0.8224681,0.2413793103448275,0.6206896551724138,1.0,0.4827586206896551,0.7068965517241379,0.9310344827586208,0.6279,18.0,4.122222222222223,0.11924374201446909,0.2222222222222222,0.6111111111111112,1.0
41-9011,Demonstrators and product promoters,79.2,79.1,-0.1,14.0,37960.0,No formal educational credential,46.2,47.3,2.4,8.6,both_vintages,-2.5,0.1235652,0.0512820512820512,0.1282051282051282,0.2051282051282051,0.2051282051282051,0.3974358974358974,0.5897435897435898,0.0788,21.0,4.055238095238095,0.0617273806638207,0.047619047619047616,0.11904761904761904,0.19047619047619047
41-9012,Models,6.7,6.7,-0.5,1.2,89990.0,No formal educational credential,2.4,2.6,9.2,0.5,both_vintages,-9.7,-1.122021,0.1333333333333333,0.2333333333333333,0.3333333333333333,0.0666666666666666,0.4,0.7333333333333334,0.0,10.0,3.6149999999999998,0.0021568635506493,0.2222222222222222,0.3333333333333333,0.4444444444444444
41-9021,Real estate brokers,111.3,115.0,3.3,9.7,72280.0,High school diploma or equivalent,123.1,130.2,5.7,12.1,both_vintages,-2.4000000000000004,1.149681,0.0,0.5,1.0,0.125,0.421875,0.71875,0.2609,17.0,3.927058823529412,0.0611111339350636,0.0,0.5,1.0
41-9022,Real estate sales agents,420.9,433.7,3.1,36.6,56320.0,High school diploma or equivalent,438.9,462.0,5.3,42.8,both_vintages,-2.1999999999999997,0.8649445,0.0,0.4375,0.875,0.2857142857142857,0.4107142857142857,0.5357142857142857,0.2828,33.0,3.8621212121212123,0.09110180806790169,0.0,0.4393939393939394,0.8787878787878788
41-9031,Sales engineers,56.8,59.9,5.5,5.0,121520.0,Bachelor's degree,60.7,64.1,5.7,6.9,both_vintages,-0.20000000000000018,1.145416,0.1590909090909091,0.5113636363636364,0.8636363636363636,0.3181818181818182,0.5340909090909091,0.75,0.3224,25.0,3.8244,0.07446314639146401,0.16,0.52,0.88
41-9041,Telemarketers,67.4,52.5,-22.1,6.5,34410.0,No formal educational credential,115.7,94.7,-18.2,13.3,both_vintages,-3.900000000000002,1.118129,0.611111111111111,0.8055555555555555,1.0,0.2222222222222222,0.5277777777777778,0.8333333333333333,0.2852,12.0,4.3275,0.0401587451573277,0.5833333333333334,0.7916666666666666,1.0
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",25.3,22.8,-10.0,2.7,34530.0,No formal educational credential,54.7,49.0,-10.4,6.1,both_vintages,0.40000000000000036,1.107101,0.1739130434782608,0.2608695652173913,0.3478260869565217,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.1758,12.0,3.9958333333333336,0.0164332461001852,0.16666666666666666,0.25,0.3333333333333333
41-9099,"Sales and related workers, all other",122.6,127.1,3.7,16.0,46370.0,High school diploma or equivalent,260.5,268.0,2.9,36.6,both_vintages,0.8000000000000003,,,,,,,,,,,,,,
43-1011,First-line supervisors of office and administrative support workers,1558.4,1554.4,-0.3,144.5,66140.0,High school diploma or equivalent,1521.8,1493.5,-1.9,159.6,both_vintages,1.5999999999999999,1.038688,0.0833333333333333,0.4895833333333333,0.8958333333333333,0.2291666666666666,0.53125,0.8333333333333333,0.1856,28.0,3.7764285714285712,0.14317465664786388,0.07142857142857142,0.5,0.9285714285714286
43-2011,"Switchboard operators, including answering service",36.6,27.0,-26.3,2.8,38370.0,High school diploma or equivalent,49.0,37.2,-24.0,4.0,both_vintages,-2.3000000000000007,0.9832644,0.5161290322580645,0.6290322580645161,0.7419354838709677,0.3870967741935484,0.4838709677419355,0.5806451612903225,0.3863,19.0,4.269473684210527,0.2711485606530571,0.5263157894736842,0.631578947368421,0.7368421052631579
43-2021,Telephone operators,4.0,2.9,-27.5,0.3,39130.0,High school diploma or equivalent,4.0,3.0,-24.5,0.4,both_vintages,-3.0,1.019712,0.8421052631578947,0.894736842105263,0.9473684210526316,0.3684210526315789,0.5526315789473684,0.7368421052631579,0.0,14.0,4.097857142857142,0.0056489283469385995,0.8461538461538461,0.8846153846153846,0.9230769230769231
43-2099,"Communications equipment operators, all other",1.4,1.5,2.5,0.1,49910.0,High school diploma or equivalent,1.6,1.7,3.3,0.2,both_vintages,-0.7999999999999998,,,,,,,,,,,,,,
43-3011,Bill and account collectors,166.9,149.4,-10.5,13.7,46040.0,High school diploma or equivalent,215.4,197.9,-8.1,22.1,both_vintages,-2.4000000000000004,1.271991,0.3928571428571428,0.6964285714285714,1.0,0.1071428571428571,0.4285714285714285,0.75,0.2989,15.0,4.1546666666666665,0.0198226031083482,0.4,0.7,1.0
43-3021,Billing and posting clerks,429.8,427.9,-0.4,42.2,47170.0,High school diploma or equivalent,445.3,450.0,1.1,51.5,both_vintages,-1.5,1.333455,0.6904761904761905,0.7738095238095237,0.8571428571428571,0.1904761904761904,0.4166666666666666,0.6428571428571428,0.1924,28.0,4.180434782608696,0.0201307264727269,0.7142857142857143,0.7857142857142857,0.8571428571428571
43-3031,"Bookkeeping, accounting, and auditing clerks",1613.4,1519.1,-5.8,170.0,49210.0,"Some college, no degree",1707.8,1630.6,-4.5,197.6,both_vintages,-1.2999999999999998,1.039749,0.6046511627906976,0.8023255813953488,1.0,0.1395348837209302,0.313953488372093,0.4883720930232558,0.3104,28.0,4.2942857142857145,0.1132866903031518,0.5714285714285714,0.7857142857142857,1.0
43-3041,Gambling cage workers,14.1,13.4,-5.0,1.3,36990.0,High school diploma or equivalent,11.6,11.6,0.3,1.3,both_vintages,-5.3,0.4026518,0.3870967741935484,0.4193548387096774,0.4516129032258064,0.3225806451612903,0.4193548387096774,0.5161290322580645,0.0653,17.0,4.635882352941176,0.0115032722701296,0.4117647058823529,0.4411764705882353,0.47058823529411764
43-3051,Payroll and timekeeping clerks,161.1,134.2,-16.7,13.0,55290.0,High school diploma or equivalent,157.7,133.9,-15.1,13.8,both_vintages,-1.5999999999999996,1.257632,0.6756756756756757,0.8378378378378379,1.0,0.1621621621621621,0.4864864864864865,0.8108108108108109,0.0487,21.0,4.3376190476190475,0.016741369464563602,0.6666666666666666,0.8333333333333334,1.0
43-3061,Procurement clerks,61.9,56.6,-8.7,4.6,48510.0,High school diploma or equivalent,63.9,59.6,-6.8,5.8,both_vintages,-1.8999999999999995,1.487838,0.2571428571428571,0.6142857142857142,0.9714285714285714,0.2571428571428571,0.4571428571428571,0.6571428571428571,0.2436,19.0,4.123684210526316,0.0087301619907232,0.2631578947368421,0.6052631578947368,0.9473684210526315
